联赛,赛季,轮次,比赛时间,主队,完场比分,客队,半场比分,bet365亚盘初盘,bet365大小球初盘,bet365胜平负初盘,主队近30场比赛积分,客队近30场比赛积分,主队近3场比赛积分,客队近3场比赛积分,主客队近3场强弱
"德国甲组联赛","2023-2024","R_15","2023-12-18 00:30","勒沃库森","3-0","法兰克福","1-0","","","",36,21,5,3,2
"意大利甲组联赛","2023-2024","R_16","2023-12-18 01:00","博洛尼亚","2-0","罗马","1-0","","","",25,25,7,7,0
"西班牙甲组联赛","2023-2024","R_17","2023-12-18 01:30","拉斯帕尔马斯","1-1","加的斯","1-0","","","",24,13,6,3,3
"葡萄牙超级联赛","2023-2024","R_14","2023-12-18 02:00","法马利康","1-1","埃斯托里尔","1-1","","","",17,13,2,6,-4
"德国甲组联赛","2023-2024","R_15","2023-12-18 02:30","拜仁慕尼黑","3-0","斯图加特","1-0","","","",32,31,6,7,-1
"法国甲组联赛","2023-2024","R_16","2023-12-18 03:45","里尔","1-1","巴黎圣日尔曼","0-0","","","",27,36,7,9,-2
"意大利甲组联赛","2023-2024","R_16","2023-12-18 03:45","拉齐奥","0-2","国际米兰","0-1","","","",21,38,4,7,-3
"西班牙甲组联赛","2023-2024","R_17","2023-12-18 04:00","皇家马德里","4-1","比利亚雷亚尔","2-0","","","",39,16,7,4,3
"葡萄牙超级联赛","2023-2024","R_14","2023-12-18 04:30","布拉加","0-1","本菲卡","0-1","","","",29,30,9,5,4
"意大利甲组联赛","2023-2024","R_16","2023-12-19 03:45","亚特兰大","4-1","萨勒尼塔纳","0-1","","","",23,8,3,3,0
"西班牙甲组联赛","2023-2024","R_17","2023-12-19 04:00","赫罗纳","3-0","阿拉维斯","2-0","","","",41,16,7,4,3
"葡萄牙超级联赛","2023-2024","R_14","2023-12-19 04:15","里斯本竞技","2-0","波尔图","1-0","","","",31,31,3,9,-6
"德国甲组联赛","2023-2024","R_16","2023-12-20 01:30","云达不莱梅","1-1","RB莱比锡","0-0","","","",15,32,4,9,-5
"西班牙甲组联赛","2023-2024","R_18","2023-12-20 02:00","巴列卡诺","0-1","巴伦西亚","0-0","","","",20,20,1,1,0
"德国甲组联赛","2023-2024","R_16","2023-12-20 03:30","霍芬海姆","3-3","达姆施塔特","2-1","","","",23,9,3,0,3
"德国甲组联赛","2023-2024","R_16","2023-12-20 03:30","多特蒙德","1-1","美因茨","1-1","","","",26,9,2,1,1
"西班牙甲组联赛","2023-2024","R_18","2023-12-20 04:30","格拉纳达","0-3","塞维利亚","0-2","","","",8,13,1,1,0
"西班牙甲组联赛","2023-2024","R_18","2023-12-20 04:30","马德里竞技","3-3","赫塔菲","1-0","","","",34,25,3,6,-3
"德国甲组联赛","2023-2024","R_16","2023-12-21 01:30","柏林联合","2-0","科隆","0-0","","","",10,10,4,4,0
"西班牙甲组联赛","2023-2024","R_18","2023-12-21 02:00","巴塞罗那","3-2","阿尔梅里亚","1-1","","","",35,5,4,2,2
"德国甲组联赛","2023-2024","R_16","2023-12-21 03:30","斯图加特","3-0","奥格斯堡","2-0","","","",31,18,4,4,0
"德国甲组联赛","2023-2024","R_16","2023-12-21 03:30","沃尔夫斯堡","1-2","拜仁慕尼黑","1-2","","","",19,35,3,6,-3
"德国甲组联赛","2023-2024","R_16","2023-12-21 03:30","法兰克福","2-1","门兴格拉德巴赫","0-1","","","",21,17,3,4,-1
"德国甲组联赛","2023-2024","R_16","2023-12-21 03:30","海登海姆","3-2","弗赖堡","0-1","","","",17,24,6,9,-3
"德国甲组联赛","2023-2024","R_16","2023-12-21 03:30","勒沃库森","4-0","波鸿","3-0","","","",39,16,5,6,-1
"法国甲组联赛","2023-2024","R_17","2023-12-21 04:00","布雷斯特","4-0","洛里昂","4-0","","","",28,12,7,1,6
"法国甲组联赛","2023-2024","R_17","2023-12-21 04:00","克莱蒙","1-3","雷恩","1-0","","","",11,16,1,1,0
"法国甲组联赛","2023-2024","R_17","2023-12-21 04:00","里昂","1-0","南特","0-0","","","",13,18,6,3,3
"法国甲组联赛","2023-2024","R_17","2023-12-21 04:00","蒙彼利埃","1-1","马赛","1-0","","","",18,26,4,9,-5
"法国甲组联赛","2023-2024","R_17","2023-12-21 04:00","尼斯","2-0","朗斯","0-0","","","",32,26,3,7,-4
"法国甲组联赛","2023-2024","R_17","2023-12-21 04:00","巴黎圣日尔曼","3-1","梅斯","0-0","","","",37,16,7,0,7
"法国甲组联赛","2023-2024","R_17","2023-12-21 04:00","兰斯","1-0","勒阿弗尔","1-0","","","",23,19,3,3,0
"法国甲组联赛","2023-2024","R_17","2023-12-21 04:00","斯特拉斯堡","2-1","里尔","1-1","","","",20,28,7,5,2
"法国甲组联赛","2023-2024","R_17","2023-12-21 04:00","图卢兹","1-2","摩纳哥","1-2","","","",14,30,2,6,-4
"西班牙甲组联赛","2023-2024","R_18","2023-12-21 04:30","比利亚雷亚尔","3-2","塞尔塔","2-0","","","",16,13,1,5,-4
"西班牙甲组联赛","2023-2024","R_18","2023-12-21 04:30","毕尔巴鄂竞技","1-0","拉斯帕尔马斯","0-0","","","",32,25,7,7,0
"西班牙甲组联赛","2023-2024","R_18","2023-12-22 02:00","皇家贝蒂斯","1-1","赫罗纳","0-1","","","",27,44,3,9,-6
"西班牙甲组联赛","2023-2024","R_18","2023-12-22 02:00","加的斯","0-0","皇家社会","0-0","","","",14,30,3,5,-2
"西班牙甲组联赛","2023-2024","R_18","2023-12-22 04:30","马洛卡","3-2","奥萨苏纳","1-1","","","",15,19,5,5,0
"西班牙甲组联赛","2023-2024","R_18","2023-12-22 04:30","阿拉维斯","0-1","皇家马德里","0-0","","","",16,42,1,7,-6
"意大利甲组联赛","2023-2024","R_17","2023-12-23 01:30","恩波利","0-2","拉齐奥","0-1","","","",12,21,2,4,-2
"意大利甲组联赛","2023-2024","R_17","2023-12-23 01:30","萨索洛","1-2","热那亚","1-0","","","",16,16,1,2,-1
"意大利甲组联赛","2023-2024","R_17","2023-12-23 03:45","蒙扎","0-1","佛罗伦萨","0-1","","","",21,27,3,7,-4
"意大利甲组联赛","2023-2024","R_17","2023-12-23 03:45","萨勒尼塔纳","2-2","AC米兰","1-1","","","",8,32,0,6,-6
"意大利甲组联赛","2023-2024","R_17","2023-12-23 19:30","弗洛西诺尼","1-2","尤文图斯","0-1","","","",19,37,1,7,-6
"意大利甲组联赛","2023-2024","R_17","2023-12-23 22:00","都灵","1-1","乌迪内斯","0-0","","","",23,13,7,2,5
"意大利甲组联赛","2023-2024","R_17","2023-12-23 22:00","博洛尼亚","1-0","亚特兰大","0-0","","","",28,26,7,6,1
"西班牙甲组联赛","2023-2024","R_4","2023-12-23 23:15","马德里竞技","1-0","塞维利亚","0-0","","","",35,16,4,3,1
"葡萄牙超级联赛","2023-2024","R_15","2023-12-23 23:30","吉马良斯","1-0","里奥阿维","0-0","","","",26,12,7,3,4
"葡萄牙超级联赛","2023-2024","R_15","2023-12-23 23:30","维泽拉","0-0","摩里伦斯","0-0","","","",11,25,1,5,-4
"意大利甲组联赛","2023-2024","R_17","2023-12-24 01:00","维罗纳","2-0","卡利亚里","0-0","","","",11,13,2,3,-1
"意大利甲组联赛","2023-2024","R_17","2023-12-24 01:00","国际米兰","2-0","莱切","1-0","","","",41,20,9,5,4
"意大利甲组联赛","2023-2024","R_17","2023-12-24 03:45","罗马","2-0","那不勒斯","0-0","","","",25,27,4,3,1
"葡萄牙超级联赛","2023-2024","R_15","2023-12-29 04:15","阿马多拉","1-4","阿罗卡","1-0","","","",16,13,5,7,-2
"意大利甲组联赛","2023-2024","R_18","2023-12-30 01:30","佛罗伦萨","1-0","都灵","0-0","","","",30,24,7,5,2
"意大利甲组联赛","2023-2024","R_18","2023-12-30 01:30","那不勒斯","0-0","蒙扎","0-0","","","",27,21,3,3,0
"葡萄牙超级联赛","2023-2024","R_15","2023-12-30 02:45","本菲卡","3-0","法马利康","1-0","","","",33,18,5,2,3
"意大利甲组联赛","2023-2024","R_18","2023-12-30 03:45","拉齐奥","3-1","弗洛西诺尼","0-0","","","",24,19,4,1,3
"意大利甲组联赛","2023-2024","R_18","2023-12-30 03:45","热那亚","1-1","国际米兰","1-1","","","",19,44,4,9,-5
"葡萄牙超级联赛","2023-2024","R_15","2023-12-30 04:45","波尔图","1-0","查维斯","0-0","","","",31,10,6,3,3
"意大利甲组联赛","2023-2024","R_18","2023-12-30 19:30","亚特兰大","1-0","莱切","0-0","","","",26,20,6,4,2
"意大利甲组联赛","2023-2024","R_18","2023-12-30 22:00","卡利亚里","0-0","恩波利","0-0","","","",13,12,3,1,2
"意大利甲组联赛","2023-2024","R_18","2023-12-30 22:00","乌迪内斯","3-0","博洛尼亚","1-0","","","",14,31,2,9,-7
"葡萄牙超级联赛","2023-2024","R_15","2023-12-30 23:30","吉维森特","1-0","博阿维斯塔","0-0","","","",12,16,1,1,0
"葡萄牙超级联赛","2023-2024","R_15","2023-12-30 23:30","埃斯托里尔","4-0","法伦斯","2-0","","","",14,18,4,2,2
"意大利甲组联赛","2023-2024","R_18","2023-12-31 01:00","维罗纳","0-1","萨勒尼塔纳","0-0","","","",14,9,4,1,3
"意大利甲组联赛","2023-2024","R_18","2023-12-31 01:00","AC米兰","1-0","萨索洛","0-0","","","",33,16,4,1,3
"葡萄牙超级联赛","2023-2024","R_15","2023-12-31 02:00","卡萨比亚","1-3","布拉加","0-0","","","",16,29,6,6,0
"意大利甲组联赛","2023-2024","R_18","2023-12-31 03:45","尤文图斯","1-0","罗马","0-0","","","",40,28,7,4,3
"葡萄牙超级联赛","2023-2024","R_15","2023-12-31 04:30","朴迪莫伦斯","1-2","里斯本竞技","0-0","","","",15,34,1,6,-5
"西班牙甲组联赛","2023-2024","R_19","2024-01-02 23:59","赫塔菲","0-2","巴列卡诺","0-1","","","",26,20,7,1,6
"西班牙甲组联赛","2023-2024","R_19","2024-01-03 02:15","皇家社会","1-1","阿拉维斯","0-0","","","",31,16,5,0,5
"西班牙甲组联赛","2023-2024","R_19","2024-01-03 04:30","巴伦西亚","3-1","比利亚雷亚尔","2-0","","","",23,19,4,3,1
"西班牙甲组联赛","2023-2024","R_19","2024-01-03 23:59","格拉纳达","2-0","加的斯","1-0","","","",8,15,1,3,-2
"西班牙甲组联赛","2023-2024","R_19","2024-01-04 02:15","皇家马德里","1-0","马洛卡","0-0","","","",45,18,7,7,0
"西班牙甲组联赛","2023-2024","R_19","2024-01-04 02:15","塞尔塔","2-1","皇家贝蒂斯","1-1","","","",13,28,4,3,1
"西班牙甲组联赛","2023-2024","R_19","2024-01-04 04:30","赫罗纳","4-3","马德里竞技","3-2","","","",45,38,7,4,3
"西班牙甲组联赛","2023-2024","R_19","2024-01-04 23:59","奥萨苏纳","1-0","阿尔梅里亚","1-0","","","",19,5,4,1,3
"西班牙甲组联赛","2023-2024","R_19","2024-01-05 02:15","塞维利亚","0-2","毕尔巴鄂竞技","0-1","","","",16,35,3,7,-4
"西班牙甲组联赛","2023-2024","R_19","2024-01-05 04:30","拉斯帕尔马斯","1-2","巴塞罗那","1-0","","","",25,38,4,4,0
"葡萄牙超级联赛","2023-2024","R_16","2024-01-06 02:45","里斯本竞技","5-1","埃斯托里尔","2-0","","","",37,17,6,7,-1
"意大利甲组联赛","2023-2024","R_19","2024-01-06 03:45","博洛尼亚","1-1","热那亚","0-1","","","",31,20,6,5,1
"葡萄牙超级联赛","2023-2024","R_16","2024-01-06 04:45","博阿维斯塔","1-1","波尔图","1-1","","","",16,34,1,6,-5
"意大利甲组联赛","2023-2024","R_19","2024-01-06 19:30","国际米兰","2-1","维罗纳","1-0","","","",45,14,7,3,4
"意大利甲组联赛","2023-2024","R_19","2024-01-06 22:00","弗洛西诺尼","2-3","蒙扎","0-2","","","",19,22,0,1,-1
"葡萄牙超级联赛","2023-2024","R_16","2024-01-06 23:30","阿马多拉","1-1","维泽拉","1-0","","","",16,12,4,2,2
"葡萄牙超级联赛","2023-2024","R_16","2024-01-06 23:30","法伦斯","1-0","吉维森特","0-0","","","",18,15,2,4,-2
"意大利甲组联赛","2023-2024","R_19","2024-01-07 01:00","莱切","1-1","卡利亚里","1-0","","","",20,14,3,1,2
"葡萄牙超级联赛","2023-2024","R_16","2024-01-07 02:00","阿罗卡","0-3","本菲卡","0-1","","","",16,36,7,7,0
"意大利甲组联赛","2023-2024","R_19","2024-01-07 03:45","萨索洛","1-0","佛罗伦萨","1-0","","","",16,33,1,9,-8
"葡萄牙超级联赛","2023-2024","R_16","2024-01-07 04:30","布拉加","1-1","吉马良斯","0-0","","","",32,29,6,7,-1
"意大利甲组联赛","2023-2024","R_19","2024-01-07 19:30","恩波利","0-3","AC米兰","0-2","","","",13,36,1,7,-6
"意大利甲组联赛","2023-2024","R_19","2024-01-07 22:00","都灵","3-0","那不勒斯","1-0","","","",24,28,4,4,0
"意大利甲组联赛","2023-2024","R_19","2024-01-07 22:00","乌迪内斯","1-2","拉齐奥","0-1","","","",17,27,5,6,-1
"意大利甲组联赛","2023-2024","R_19","2024-01-08 01:00","萨勒尼塔纳","1-2","尤文图斯","1-0","","","",12,43,4,7,-3
"葡萄牙超级联赛","2023-2024","R_16","2024-01-08 02:00","里奥阿维","2-0","朴迪莫伦斯","0-0","","","",12,15,2,1,1
"意大利甲组联赛","2023-2024","R_19","2024-01-08 03:45","罗马","1-1","亚特兰大","1-1","","","",28,29,3,6,-3
"葡萄牙超级联赛","2023-2024","R_16","2024-01-08 04:30","法马利康","2-2","查维斯","2-1","","","",18,10,2,0,2
"葡萄牙超级联赛","2023-2024","R_16","2024-01-09 04:15","摩里伦斯","1-4","卡萨比亚","1-3","","","",26,16,5,3,2
"德国甲组联赛","2023-2024","R_17","2024-01-13 03:30","拜仁慕尼黑","3-0","霍芬海姆","1-0","","","",38,24,6,4,2
"法国甲组联赛","2023-2024","R_18","2024-01-13 04:00","马赛","1-1","斯特拉斯堡","1-0","","","",27,23,7,9,-2
"西班牙甲组联赛","2023-2024","R_20","2024-01-13 04:00","塞维利亚","2-3","阿拉维斯","0-2","","","",16,17,3,1,2
"葡萄牙超级联赛","2023-2024","R_17","2024-01-13 04:15","朴迪莫伦斯","1-0","法伦斯","0-0","","","",15,21,0,4,-4
"西班牙甲组联赛","2023-2024","R_20","2024-01-13 21:00","拉斯帕尔马斯","3-0","比利亚雷亚尔","1-0","","","",25,19,1,3,-2
"意大利甲组联赛","2023-2024","R_20","2024-01-13 22:00","热那亚","0-0","都灵","0-0","","","",21,27,5,4,1
"意大利甲组联赛","2023-2024","R_20","2024-01-13 22:00","那不勒斯","2-1","萨勒尼塔纳","1-1","","","",28,12,1,4,-3
"德国甲组联赛","2023-2024","R_17","2024-01-13 22:30","奥格斯堡","0-1","勒沃库森","0-0","","","",18,42,1,7,-6
"德国甲组联赛","2023-2024","R_17","2024-01-13 22:30","科隆","1-1","海登海姆","1-0","","","",10,20,1,9,-8
"德国甲组联赛","2023-2024","R_17","2024-01-13 22:30","弗赖堡","0-0","柏林联合","0-0","","","",24,13,6,6,0
"德国甲组联赛","2023-2024","R_17","2024-01-13 22:30","美因茨","1-1","沃尔夫斯堡","0-1","","","",10,19,2,3,-1
"德国甲组联赛","2023-2024","R_17","2024-01-13 22:30","RB莱比锡","0-1","法兰克福","0-1","","","",33,24,7,6,1
"西班牙甲组联赛","2023-2024","R_20","2024-01-13 23:15","马洛卡","1-1","塞尔塔","1-1","","","",18,16,4,6,-2
"葡萄牙超级联赛","2023-2024","R_17","2024-01-13 23:30","卡萨比亚","0-2","法马利康","0-1","","","",19,19,6,2,4
"法国甲组联赛","2023-2024","R_18","2024-01-13 23:59","摩纳哥","1-3","兰斯","0-1","","","",33,26,6,3,3
"意大利甲组联赛","2023-2024","R_20","2024-01-14 01:00","维罗纳","2-1","恩波利","1-0","","","",14,13,3,1,2
"西班牙甲组联赛","2023-2024","R_20","2024-01-14 01:30","毕尔巴鄂竞技","2-1","皇家社会","2-0","","","",38,32,9,3,6
"德国甲组联赛","2023-2024","R_17","2024-01-14 01:30","达姆施塔特","0-3","多特蒙德","0-1","","","",10,27,1,2,-1
"葡萄牙超级联赛","2023-2024","R_17","2024-01-14 02:00","查维斯","0-3","里斯本竞技","0-1","","","",11,40,1,9,-8
"意大利甲组联赛","2023-2024","R_20","2024-01-14 03:45","蒙扎","1-5","国际米兰","0-2","","","",25,48,4,7,-3
"法国甲组联赛","2023-2024","R_18","2024-01-14 04:00","雷恩","2-0","尼斯","1-0","","","",19,35,4,6,-2
"西班牙甲组联赛","2023-2024","R_20","2024-01-14 04:00","皇家贝蒂斯","1-0","格拉纳达","0-0","","","",28,11,2,3,-1
"葡萄牙超级联赛","2023-2024","R_17","2024-01-14 04:30","埃斯托里尔","1-3","摩里伦斯","0-2","","","",17,26,4,4,0
"意大利甲组联赛","2023-2024","R_20","2024-01-14 19:30","拉齐奥","1-0","莱切","0-0","","","",30,21,9,1,8
"法国甲组联赛","2023-2024","R_18","2024-01-14 20:00","里尔","3-0","洛里昂","1-0","","","",28,12,2,0,2
"西班牙甲组联赛","2023-2024","R_20","2024-01-14 21:00","阿尔梅里亚","0-0","赫罗纳","0-0","","","",5,48,1,7,-6
"法国甲组联赛","2023-2024","R_18","2024-01-14 22:00","南特","1-2","克莱蒙","0-1","","","",18,11,0,1,-1
"法国甲组联赛","2023-2024","R_18","2024-01-14 22:00","梅斯","0-1","图卢兹","0-1","","","",16,14,0,1,-1
"法国甲组联赛","2023-2024","R_18","2024-01-14 22:00","布雷斯特","2-0","蒙彼利埃","0-0","","","",31,19,9,5,4
"意大利甲组联赛","2023-2024","R_20","2024-01-14 22:00","卡利亚里","2-1","博洛尼亚","1-1","","","",15,32,2,4,-2
"德国甲组联赛","2023-2024","R_17","2024-01-14 22:30","波鸿","1-1","云达不莱梅","0-0","","","",16,16,3,5,-2
"西班牙甲组联赛","2023-2024","R_20","2024-01-14 23:15","加的斯","1-4","巴伦西亚","1-1","","","",15,26,2,7,-5
"葡萄牙超级联赛","2023-2024","R_17","2024-01-14 23:30","吉维森特","1-1","阿马多拉","1-0","","","",15,17,3,2,1
"法国甲组联赛","2023-2024","R_18","2024-01-15 00:05","勒阿弗尔","3-1","里昂","1-0","","","",19,16,3,9,-6
"德国甲组联赛","2023-2024","R_17","2024-01-15 00:30","门兴格拉德巴赫","3-1","斯图加特","2-0","","","",17,34,1,4,-3
"意大利甲组联赛","2023-2024","R_20","2024-01-15 01:00","佛罗伦萨","2-2","乌迪内斯","0-1","","","",33,17,6,4,2
"葡萄牙超级联赛","2023-2024","R_17","2024-01-15 02:00","本菲卡","4-1","里奥阿维","1-1","","","",39,15,9,4,5
"葡萄牙超级联赛","2023-2024","R_17","2024-01-15 02:00","维泽拉","1-4","博阿维斯塔","0-2","","","",13,17,3,2,1
"法国甲组联赛","2023-2024","R_18","2024-01-15 03:45","朗斯","0-2","巴黎圣日尔曼","0-1","","","",26,40,4,7,-3
"意大利甲组联赛","2023-2024","R_20","2024-01-15 03:45","AC米兰","3-1","罗马","1-0","","","",39,29,7,4,3
"葡萄牙超级联赛","2023-2024","R_17","2024-01-15 04:30","波尔图","2-0","布拉加","1-0","","","",35,33,4,4,0
"意大利甲组联赛","2023-2024","R_20","2024-01-16 03:45","亚特兰大","5-0","弗洛西诺尼","3-0","","","",30,19,4,0,4
"葡萄牙超级联赛","2023-2024","R_17","2024-01-16 04:15","吉马良斯","2-1","阿罗卡","1-1","","","",30,16,5,6,-1
"意大利甲组联赛","2023-2024","R_20","2024-01-17 03:45","尤文图斯","3-0","萨索洛","2-0","","","",46,19,9,3,6
"葡萄牙超级联赛","2023-2024","R_18","2024-01-19 02:45","法马利康","1-2","布拉加","0-0","","","",22,33,4,4,0
"葡萄牙超级联赛","2023-2024","R_18","2024-01-19 04:45","维泽拉","2-5","里斯本竞技","1-1","","","",13,43,2,9,-7
"西班牙甲组联赛","2023-2024","R_21","2024-01-20 04:00","阿拉维斯","1-0","加的斯","0-0","","","",20,15,4,1,3
"葡萄牙超级联赛","2023-2024","R_18","2024-01-20 04:15","本菲卡","2-0","博阿维斯塔","0-0","","","",42,20,9,4,5
"西班牙甲组联赛","2023-2024","R_21","2024-01-20 21:00","巴列卡诺","0-2","拉斯帕尔马斯","0-1","","","",23,28,3,3,0
"德国甲组联赛","2023-2024","R_18","2024-01-20 22:30","波鸿","1-0","斯图加特","0-0","","","",17,34,4,3,1
"德国甲组联赛","2023-2024","R_18","2024-01-20 22:30","达姆施塔特","2-2","法兰克福","0-1","","","",10,27,1,6,-5
"德国甲组联赛","2023-2024","R_18","2024-01-20 22:30","科隆","0-4","多特蒙德","0-1","","","",11,30,1,5,-4
"德国甲组联赛","2023-2024","R_18","2024-01-20 22:30","弗赖堡","3-2","霍芬海姆","1-0","","","",25,24,4,1,3
"德国甲组联赛","2023-2024","R_18","2024-01-20 22:30","海登海姆","1-1","沃尔夫斯堡","1-1","","","",21,20,7,4,3
"西班牙甲组联赛","2023-2024","R_21","2024-01-20 23:15","比利亚雷亚尔","1-1","马洛卡","1-0","","","",19,19,3,4,-1
"葡萄牙超级联赛","2023-2024","R_18","2024-01-20 23:30","埃斯托里尔","1-2","阿罗卡","1-2","","","",17,16,3,3,0
"意大利甲组联赛","2023-2024","R_21","2024-01-21 01:00","罗马","2-1","维罗纳","2-0","","","",29,17,1,3,-2
"西班牙甲组联赛","2023-2024","R_21","2024-01-21 01:30","巴伦西亚","1-0","毕尔巴鄂竞技","0-0","","","",29,41,9,9,0
"德国甲组联赛","2023-2024","R_18","2024-01-21 01:30","RB莱比锡","2-3","勒沃库森","1-0","","","",33,45,4,9,-5
"葡萄牙超级联赛","2023-2024","R_18","2024-01-21 02:00","卡萨比亚","1-3","法伦斯","0-2","","","",19,21,3,3,0
"意大利甲组联赛","2023-2024","R_21","2024-01-21 03:45","乌迪内斯","2-3","AC米兰","1-1","","","",18,42,4,9,-5
"西班牙甲组联赛","2023-2024","R_21","2024-01-21 04:00","塞尔塔","0-1","皇家社会","0-1","","","",17,32,4,2,2
"葡萄牙超级联赛","2023-2024","R_18","2024-01-21 04:30","波尔图","5-0","摩里伦斯","1-0","","","",38,29,7,4,3
"意大利甲组联赛","2023-2024","R_21","2024-01-21 19:30","弗洛西诺尼","3-1","卡利亚里","0-1","","","",19,18,0,5,-5
"西班牙甲组联赛","2023-2024","R_21","2024-01-21 21:00","奥萨苏纳","3-2","赫塔菲","2-0","","","",22,26,6,4,2
